order_id,order_number,customer_id,store_id,order_date,order_status,payment_status,channel,,,shipping_method,total_item,shipped_date,delivery_date,expected_delivery_date,tracking_number,,,,grand_total,tax_total,shipping_total,shipping_cost,discount_total,,priority_order,is_express_delivery,cancelled_at,refunded_at,updated_at,new_column,created_at,coupon_code
3250,ORD00003250,185,13,11/26/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,34,11/28/2024 0:00,12/3/2024 0:00,12/3/2024,TRK000000003250,Delhivery,,1,149,115.21,20.74,68.01,135.94,f,f,f,11/26/2024 0:00,08:13.5,,,,
3251,ORD00003251,532,13,11/23/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,79,11/24/2025 0:00,12/1/2025 0:00,12/1/2025,TRK000000003251,Xpressbees,,1,109990,86303.41,15534.61,0,101838.02,f,f,f,11/23/2025 0:00,08:13.5,,,,
3252,ORD00003252,27,13,10/8/2025 0:00,Returned,Pending,Online,Website,Mobile,Standard,12,10/9/2025 0:00,10/17/2025 0:00,10/17/2025,TRK000000003252,DTDC,,1,1499,1156.47,208.17,0,1364.64,f,f,f,10/8/2025 0:00,08:13.5,,10/20/2025 0:00,,
3253,ORD00003253,531,13,3/19/2024 0:00,Shipped,Pending,Online,Website,Mobile,Standard,23,3/21/2024 0:00,3/26/2024 0:00,3/26/2024,TRK000000003253,Ecom Express,,1,11999,10596.93,1907.45,0,12504.38,f,f,f,3/19/2024 0:00,08:13.5,,,,
3254,ORD00003254,669,13,9/23/2025 0:00,Confirmed,Pending,Online,Website,Desktop,Standard,66,,,,TRK000000003254,Blue Dart,,1,89999,71218.89,12819.4,0,84038.29,f,f,f,9/23/2025 0:00,08:13.5,,,,
3256,ORD00003256,91,13,2/14/2024 0:00,Processing,Pending,Online,Website,Desktop,Standard,69,,,,TRK000000003256,Xpressbees,,1,36999,31810.6,5725.91,0,37536.51,f,f,f,2/14/2024 0:00,08:13.5,,,,
3257,ORD00003257,620,13,4/15/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,25,4/17/2025 0:00,4/23/2025 0:00,4/23/2025,TRK000000003257,Blue Dart,,1,61990,51408.01,9253.44,0,60661.45,f,f,f,4/15/2025 0:00,08:13.5,,,,
3258,ORD00003258,69,13,8/20/2024 0:00,Shipped,Pending,Online,Website,Desktop,Standard,59,8/21/2024 0:00,8/29/2024 0:00,8/29/2024,TRK000000003258,Xpressbees,,1,33999,26081.06,4694.59,0,30775.65,f,f,f,8/20/2024 0:00,08:13.5,,,,
3259,ORD00003259,430,13,11/14/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,96,11/15/2024 0:00,11/23/2024 0:00,11/23/2024,TRK000000003259,Ecom Express,,1,2247,1650.63,297.11,0,1947.74,f,f,f,11/14/2024 0:00,08:13.5,,,,
3261,ORD00003261,92,13,10/10/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,100,10/11/2024 0:00,10/19/2024 0:00,10/19/2024,TRK000000003261,Xpressbees,,1,54990,41071.21,7392.82,0,48464.02,f,f,f,10/10/2024 0:00,08:13.5,,,,
3262,ORD00003262,213,13,5/12/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,45,5/13/2024 0:00,5/19/2024 0:00,5/19/2024,TRK000000003262,DTDC,,1,144900,132116.15,23780.91,0,155897.06,f,f,f,5/12/2024 0:00,08:13.5,,,,
4964,ORD00004964,963,1,10/22/2025 0:00,Cancelled,Pending,In-Store,Walk-in,,Store Pickup,94,,,,,,,1,8990,6497.82,1169.61,0,7667.43,f,f,f,10/22/2025 0:00,08:13.5,10/23/2025 0:00,,,
4966,ORD00004966,462,8,8/11/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,64,8/13/2024 0:00,8/13/2024 0:00,8/13/2024,,,,1,21999,17198.31,3095.7,0,20294,f,f,f,8/11/2024 0:00,08:13.5,,,,
4968,ORD00004968,774,9,7/10/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,20,7/12/2024 0:00,7/12/2024 0:00,7/12/2024,,,,1,32999,24411.19,4394.01,0,28805.21,f,f,f,7/10/2024 0:00,08:13.5,,,,
4974,ORD00004974,420,5,6/14/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,85,6/16/2024 0:00,6/16/2024 0:00,6/16/2024,,,,1,57990,46990.16,8458.23,0,55448.38,f,f,f,6/14/2024 0:00,08:13.5,,,,
4985,ORD00004985,852,2,9/19/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,5,9/21/2025 0:00,9/21/2025 0:00,9/21/2025,,,,1,25999,18437.8,3318.8,0,21756.6,f,f,f,9/19/2025 0:00,08:13.5,,,,
4986,ORD00004986,351,3,3/7/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,85,3/9/2025 0:00,3/9/2025 0:00,3/9/2025,,,,1,109990,101208.8,18217.58,0,119426.38,f,f,f,3/7/2025 0:00,08:13.5,,,,
3263,ORD00003263,800,13,12/5/2025 0:00,Delivered,Paid,Online,Website,Mobile,Same Day,86,12/6/2025 0:00,12/7/2025 0:00,12/7/2025,TRK000000003263,Delhivery,,1,699,388.58,69.94,312.12,458.52,f,t,f,12/5/2025 0:00,08:13.5,,,,
3267,ORD00003267,863,13,2/29/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,46,3/1/2024 0:00,3/8/2024 0:00,3/8/2024,TRK000000003267,DTDC,,1,174990,147243.88,26503.9,0,173747.78,f,f,f,2/29/2024 0:00,08:13.5,,,,
3269,ORD00003269,844,13,11/19/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,36,11/21/2025 0:00,11/27/2025 0:00,11/27/2025,TRK000000003269,Ecom Express,,1,24900,16214.64,2918.64,0,19133.27,f,f,f,11/19/2025 0:00,08:13.5,,,,
3270,ORD00003270,61,13,3/10/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,80,3/12/2025 0:00,3/17/2025 0:00,3/17/2025,TRK000000003270,Blue Dart,,1,89999,79473.28,14305.19,0,93778.47,f,f,f,3/10/2025 0:00,08:13.5,,,,
3271,ORD00003271,353,13,11/22/2024 0:00,Processing,Pending,Online,Website,Desktop,Standard,95,,,,TRK000000003271,Xpressbees,,1,1998,1266.56,227.98,0,1494.54,f,f,f,11/22/2024 0:00,08:13.5,,,,
3272,ORD00003272,272,13,3/8/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,97,3/9/2025 0:00,3/15/2025 0:00,3/15/2025,TRK000000003272,DTDC,,1,33990,24759.83,4456.77,0,29216.6,f,f,t,3/8/2025 0:00,08:13.5,,,,
3273,ORD00003273,341,13,11/30/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,29,12/1/2025 0:00,12/7/2025 0:00,12/7/2025,TRK000000003273,Delhivery,,1,38990,23872.77,4297.1,0,28169.87,f,f,f,11/30/2025 0:00,08:13.5,,,,
3274,ORD00003274,660,13,8/27/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,23,8/28/2025 0:00,9/4/2025 0:00,9/4/2025,TRK000000003274,Xpressbees,,1,92990,82194.67,14795.04,0,96989.71,f,f,f,8/27/2025 0:00,08:13.5,,,,
3275,ORD00003275,341,13,12/4/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,29,12/5/2025 0:00,12/14/2025 0:00,12/14/2025,TRK000000003275,Xpressbees,,1,599,397.95,71.63,1.39,469.58,f,f,f,12/4/2025 0:00,08:13.5,,,,
3277,ORD00003277,158,13,3/4/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,71,3/5/2024 0:00,3/11/2024 0:00,3/11/2024,TRK000000003277,DTDC,,1,44999,34717.1,6249.08,0,40966.18,f,f,f,3/4/2024 0:00,08:13.5,,,,
3278,ORD00003278,971,13,7/29/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,4,7/30/2025 0:00,8/6/2025 0:00,8/6/2025,TRK000000003278,Delhivery,,1,144900,127538.81,22956.99,0,150495.79,f,f,f,7/29/2025 0:00,08:13.5,,,,
3279,ORD00003279,567,13,4/24/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,43,4/26/2024 0:00,5/3/2024 0:00,5/3/2024,TRK000000003279,Shadowfax,,1,3098,2786.02,501.48,0,3287.49,f,f,f,4/24/2024 0:00,08:13.5,,,,
3280,ORD00003280,871,13,11/23/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,40,11/25/2025 0:00,12/1/2025 0:00,12/1/2025,TRK000000003280,Blue Dart,,1,79999,54255.74,9766.03,0,64021.78,f,f,f,11/23/2025 0:00,08:13.5,,,,
3281,ORD00003281,395,13,6/9/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,38,6/10/2024 0:00,6/18/2024 0:00,6/18/2024,TRK000000003281,Delhivery,,1,134900,125229.54,22541.32,0,147770.85,f,f,f,6/9/2024 0:00,08:13.5,,,,
3282,ORD00003282,678,13,5/23/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,37,5/24/2024 0:00,5/31/2024 0:00,5/31/2024,TRK000000003282,DTDC,,1,39999,31548.74,5678.77,0,37227.51,f,f,f,5/23/2024 0:00,08:13.5,,,,
3284,ORD00003284,578,13,11/12/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,15,11/13/2024 0:00,11/19/2024 0:00,11/19/2024,TRK000000003284,Ecom Express,,1,12995,11180.39,2012.47,0,13192.86,f,f,f,11/12/2024 0:00,08:13.5,,,,
3285,ORD00003285,846,13,2/5/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,41,2/7/2025 0:00,2/13/2025 0:00,2/13/2025,TRK000000003285,DTDC,,1,57990,47212.41,8498.23,0,55710.64,f,f,f,2/5/2025 0:00,08:13.5,,,,
3287,ORD00003287,525,13,8/19/2025 0:00,Confirmed,Pending,Online,Website,Mobile,Standard,24,,,,TRK000000003287,Xpressbees,,1,24900,23599.66,4247.94,0,27847.6,f,f,f,8/19/2025 0:00,08:13.5,,,,
3288,ORD00003288,447,13,7/21/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,72,7/23/2025 0:00,7/29/2025 0:00,7/29/2025,TRK000000003288,Delhivery,,1,18999,17723.09,3190.16,0,20913.24,f,f,f,7/21/2025 0:00,08:13.5,,,,
3289,ORD00003289,853,13,1/4/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,31,1/6/2025 0:00,1/11/2025 0:00,1/11/2025,TRK000000003289,DTDC,,1,129980,85288.36,15351.91,0,100640.28,f,f,f,1/4/2025 0:00,08:13.5,,,,
3290,ORD00003290,810,13,1/22/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,44,1/24/2025 0:00,1/30/2025 0:00,1/30/2025,TRK000000003290,DTDC,,1,61990,57583.49,10365.03,0,67948.52,f,f,f,1/22/2025 0:00,08:13.5,,,,
3293,ORD00003293,251,13,4/30/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,40,5/2/2024 0:00,5/8/2024 0:00,5/8/2024,TRK000000003293,Blue Dart,,1,69990,59954.2,10791.76,0,70745.95,f,f,t,4/30/2024 0:00,08:13.5,,,,
3295,ORD00003295,381,13,12/20/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,85,12/22/2024 0:00,12/28/2024 0:00,12/28/2024,TRK000000003295,Shadowfax,,1,21499,15188.47,2733.92,0,17922.39,f,f,f,12/20/2024 0:00,08:13.5,,,,
3297,ORD00003297,314,13,3/31/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,77,4/1/2024 0:00,4/9/2024 0:00,4/9/2024,TRK000000003297,Ecom Express,,1,54990,44831.53,8069.67,0,52901.2,f,f,f,3/31/2024 0:00,08:13.5,,,,
5004,ORD00005004,10,6,10/5/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,74,10/6/2024 0:00,10/6/2024 0:00,10/6/2024,,,,1,38990,22992.44,4138.64,0,27131.08,f,f,f,10/5/2024 0:00,08:13.5,,,,
5005,ORD00005005,21,9,8/8/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,64,8/10/2025 0:00,8/10/2025 0:00,8/10/2025,,,,1,89900,69314.9,12476.68,0,81791.58,f,f,f,8/8/2025 0:00,08:13.5,,,,
5013,ORD00005013,569,1,11/12/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,15,11/14/2024 0:00,11/14/2024 0:00,11/14/2024,,,,1,25999,18824.21,3388.36,0,22212.57,f,f,f,11/12/2024 0:00,08:13.5,,,,
5014,ORD00005014,564,4,11/19/2024 0:00,Confirmed,Pending,In-Store,Walk-in,,Store Pickup,12,,,,,,,1,33999,22334.21,4020.16,0,26354.36,f,f,f,11/19/2024 0:00,08:13.5,,,,
5024,ORD00005024,135,5,10/26/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,77,10/27/2025 0:00,10/27/2025 0:00,10/27/2025,,,,1,134900,82955.54,14932,0,97887.54,f,f,f,10/26/2025 0:00,08:13.5,,,,
5028,ORD00005028,772,9,10/3/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,8,10/5/2024 0:00,10/5/2024 0:00,10/5/2024,,,,1,114900,88308.25,15895.49,0,104203.74,f,f,f,10/3/2024 0:00,08:13.5,,,,
3298,ORD00003298,195,13,8/21/2024 0:00,Processing,Pending,Online,Website,Desktop,Standard,60,,,,TRK000000003298,Delhivery,,1,134900,109726.23,19750.72,0,129476.95,f,f,f,8/21/2024 0:00,08:13.5,,,,
3299,ORD00003299,800,13,5/22/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,86,5/24/2024 0:00,5/29/2024 0:00,5/29/2024,TRK000000003299,Blue Dart,,1,129999,101571.77,18282.92,0,119854.69,f,f,f,5/22/2024 0:00,08:13.5,,,,
3300,ORD00003300,379,13,9/9/2024 0:00,Shipped,Pending,Online,Website,Mobile,Standard,91,9/10/2024 0:00,9/16/2024 0:00,9/16/2024,TRK000000003300,Ecom Express,,1,12499,9339.36,1681.08,0,11020.44,f,f,f,9/9/2024 0:00,08:13.5,,,,
3303,ORD00003303,507,13,5/11/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,52,5/12/2024 0:00,5/20/2024 0:00,5/20/2024,TRK000000003303,DTDC,,1,37990,34761.17,6257.01,0,41018.17,f,f,f,5/11/2024 0:00,08:13.5,,,,
3306,ORD00003306,500,13,10/4/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,14,10/6/2024 0:00,10/12/2024 0:00,10/12/2024,TRK000000003306,Ecom Express,,1,134990,76788.21,13821.88,0,90610.08,f,f,f,10/4/2024 0:00,08:13.5,,,,
3307,ORD00003307,294,13,11/23/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,93,11/24/2024 0:00,11/29/2024 0:00,11/29/2024,TRK000000003307,Ecom Express,,1,74990,66584.87,11985.28,0,78570.14,f,f,f,11/23/2024 0:00,08:13.5,,,,
3308,ORD00003308,661,13,8/24/2024 0:00,Shipped,Pending,Online,Website,Desktop,Standard,30,8/25/2024 0:00,9/1/2024 0:00,9/1/2024,TRK000000003308,Blue Dart,,1,64990,56717.07,10209.07,0,66926.14,f,f,f,8/24/2024 0:00,08:13.5,,,,
3310,ORD00003310,219,13,12/20/2024 0:00,Shipped,Pending,Online,Website,Desktop,Standard,70,12/21/2024 0:00,12/29/2024 0:00,12/29/2024,TRK000000003310,Ecom Express,,1,44990,29525.7,5314.63,0,34840.32,f,f,f,12/20/2024 0:00,08:13.5,,,,
3311,ORD00003311,853,13,11/23/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,31,11/24/2024 0:00,12/1/2024 0:00,12/1/2024,TRK000000003311,Ecom Express,,1,54990,50185.1,9033.32,0,59218.42,f,f,f,11/23/2024 0:00,08:13.5,,,,
3313,ORD00003313,808,13,6/26/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,60,6/27/2024 0:00,7/4/2024 0:00,7/4/2024,TRK000000003313,Ecom Express,,1,79999,71379.62,12848.33,0,84227.96,f,f,f,6/26/2024 0:00,08:13.5,,,,
3314,ORD00003314,160,13,10/14/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,6,10/16/2024 0:00,10/21/2024 0:00,10/21/2024,TRK000000003314,Delhivery,,1,19999,13806.66,2485.2,0,16291.86,f,f,f,10/14/2024 0:00,08:13.5,,,,
3315,ORD00003315,927,13,8/18/2025 0:00,Processing,Pending,Online,Website,Tablet,Standard,5,,,,TRK000000003315,DTDC,,1,57990,48879.16,8798.25,0,57677.4,f,f,f,8/18/2025 0:00,08:13.5,,,,
3316,ORD00003316,430,13,4/18/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,96,4/19/2025 0:00,4/25/2025 0:00,4/25/2025,TRK000000003316,Xpressbees,,1,30990,28334.05,5100.13,0,33434.18,f,f,f,4/18/2025 0:00,08:13.5,,,,
3317,ORD00003317,738,13,10/10/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,7,10/11/2025 0:00,10/19/2025 0:00,10/19/2025,TRK000000003317,Shadowfax,,1,33999,27139.96,4885.19,0,32025.15,f,f,f,10/10/2025 0:00,08:13.5,,,,
3318,ORD00003318,344,13,7/18/2025 0:00,Confirmed,Pending,Online,Website,Mobile,Standard,56,,,,TRK000000003318,Shadowfax,,1,29999,26117.61,4701.17,0,30818.78,f,f,t,7/18/2025 0:00,08:13.5,,,,
3319,ORD00003319,35,13,12/5/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,78,12/6/2025 0:00,12/14/2025 0:00,12/14/2025,TRK000000003319,Blue Dart,,1,49999,31298.3,5633.69,0,36931.99,f,f,f,12/5/2025 0:00,08:13.5,,,,
3320,ORD00003320,372,13,5/3/2025 0:00,Confirmed,Pending,Online,Website,Mobile,Standard,27,,,,TRK000000003320,DTDC,,1,8999,7335.51,1320.39,0,8655.9,f,f,f,5/3/2025 0:00,08:13.5,,,,
3321,ORD00003321,363,13,9/7/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,14,9/9/2024 0:00,9/14/2024 0:00,9/14/2024,TRK000000003321,Delhivery,,1,37999,34419.87,6195.58,0,40615.44,f,f,f,9/7/2024 0:00,08:13.5,,,,
3322,ORD00003322,47,13,6/29/2024 0:00,Processing,Pending,Online,Website,Tablet,Standard,62,,,,TRK000000003322,Ecom Express,,1,20999,15542.23,2797.6,0,18339.83,f,f,f,6/29/2024 0:00,08:13.5,,,,
3323,ORD00003323,301,13,6/28/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,26,6/29/2024 0:00,7/7/2024 0:00,7/7/2024,TRK000000003323,Xpressbees,,1,134900,120225.3,21640.55,0,141865.85,f,f,f,6/28/2024 0:00,08:13.5,,,,
3326,ORD00003326,420,13,2/16/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,85,2/17/2024 0:00,2/24/2024 0:00,2/24/2024,TRK000000003326,Xpressbees,,1,30999,26993.83,4858.89,0,31852.71,f,f,f,2/16/2024 0:00,08:13.5,,,,
3329,ORD00003329,272,13,8/2/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,97,8/4/2024 0:00,8/10/2024 0:00,8/10/2024,TRK000000003329,Blue Dart,,1,1899,1182.34,212.82,0,1395.16,f,f,f,8/2/2024 0:00,08:13.5,,,,
3332,ORD00003332,779,13,5/9/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,55,5/10/2024 0:00,5/18/2024 0:00,5/18/2024,TRK000000003332,Delhivery,,1,52490,47128.35,8483.1,0,55611.45,f,f,f,5/9/2024 0:00,08:13.5,,,,
3333,ORD00003333,299,13,5/24/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,4,5/26/2024 0:00,6/3/2024 0:00,6/3/2024,TRK000000003333,Ecom Express,,1,8990,7738.72,1392.97,0,9131.69,f,f,f,5/24/2024 0:00,08:13.5,,,,
5037,ORD00005037,405,6,8/21/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,51,8/23/2025 0:00,8/23/2025 0:00,8/23/2025,,,,1,57990,54389.12,9790.04,0,64179.17,f,f,f,8/21/2025 0:00,08:13.5,,,,
5042,ORD00005042,624,1,8/3/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,73,8/4/2025 0:00,8/4/2025 0:00,8/4/2025,,,,1,45999,37141.26,6685.43,0,43826.68,f,f,f,8/3/2025 0:00,08:13.5,,,,
5047,ORD00005047,388,5,10/1/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,63,10/2/2025 0:00,10/2/2025 0:00,10/2/2025,,,,1,32999,26053.11,4689.56,0,30742.66,f,f,f,10/1/2025 0:00,08:13.5,,,,
5048,ORD00005048,47,2,11/15/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,62,11/17/2024 0:00,11/17/2024 0:00,11/17/2024,,,,1,114900,94140.81,16945.35,0,111086.16,f,f,f,11/15/2024 0:00,08:13.5,,,,
5057,ORD00005057,573,7,11/2/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,75,11/4/2025 0:00,11/4/2025 0:00,11/4/2025,,,,1,21499,12971.9,2334.94,0,15306.84,f,f,f,11/2/2025 0:00,08:13.5,,,,
5060,ORD00005060,946,1,11/18/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,67,11/20/2024 0:00,11/20/2024 0:00,11/20/2024,,,,1,45999,35173.49,6331.23,0,41504.72,f,f,f,11/18/2024 0:00,08:13.5,,,,
3335,ORD00003335,447,13,3/30/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,72,4/1/2025 0:00,4/7/2025 0:00,4/7/2025,TRK000000003335,Blue Dart,,1,52999,39439.93,7099.19,0,46539.12,f,f,f,3/30/2025 0:00,08:13.5,,,,
3337,ORD00003337,379,13,3/14/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,91,3/16/2025 0:00,3/22/2025 0:00,3/22/2025,TRK000000003337,Delhivery,,1,89900,82831.7,14909.71,0,97741.4,f,f,f,3/14/2025 0:00,08:13.5,,,,
3338,ORD00003338,895,13,8/7/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,29,8/9/2025 0:00,8/15/2025 0:00,8/15/2025,TRK000000003338,Ecom Express,,1,26999,25179.29,4532.27,0,29711.56,f,f,f,8/7/2025 0:00,08:13.5,,,,
3339,ORD00003339,511,13,8/16/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,83,8/18/2025 0:00,8/25/2025 0:00,8/25/2025,TRK000000003339,Blue Dart,,1,45999,33456.94,6022.25,0,39479.19,f,f,f,8/16/2025 0:00,08:13.5,,,,
3341,ORD00003341,939,13,6/22/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,52,6/23/2025 0:00,6/28/2025 0:00,6/28/2025,TRK000000003341,Xpressbees,,1,3990,3078.6,554.15,0,3632.74,f,f,f,6/22/2025 0:00,08:13.5,,,,
3342,ORD00003342,32,13,9/17/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,41,9/19/2025 0:00,9/26/2025 0:00,9/26/2025,TRK000000003342,Blue Dart,,1,1299,1080.49,194.49,0,1274.98,f,f,f,9/17/2025 0:00,08:13.5,,,,
3344,ORD00003344,244,13,6/9/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,33,6/11/2024 0:00,6/19/2024 0:00,6/19/2024,TRK000000003344,Delhivery,,1,14999,10326.6,1858.79,0,12185.39,f,f,f,6/9/2024 0:00,08:13.5,,,,
3345,ORD00003345,682,13,2/19/2025 0:00,Processing,Pending,Online,Website,Mobile,Standard,72,,,,TRK000000003345,Blue Dart,,1,11999,10774.54,1939.42,0,12713.95,f,f,f,2/19/2025 0:00,08:13.5,,,,
3350,ORD00003350,423,13,9/2/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,41,9/3/2025 0:00,9/10/2025 0:00,9/10/2025,TRK000000003350,Blue Dart,,1,35999,31475.81,5665.65,0,37141.45,f,f,f,9/2/2025 0:00,08:13.5,,,,
3351,ORD00003351,5,13,10/13/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,38,10/15/2024 0:00,10/23/2024 0:00,10/23/2024,TRK000000003351,DTDC,,1,12999,9236.37,1662.55,0,10898.92,f,f,f,10/13/2024 0:00,08:13.5,,,,
3352,ORD00003352,280,13,6/11/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,4,6/12/2024 0:00,6/20/2024 0:00,6/20/2024,TRK000000003352,Delhivery,,1,35999,33254.51,5985.81,0,39240.32,f,f,f,6/11/2024 0:00,08:13.5,,,,
3353,ORD00003353,895,13,12/10/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,29,12/12/2025 0:00,12/18/2025 0:00,12/18/2025,TRK000000003353,Blue Dart,,1,23490,20048.5,3608.73,0,23657.23,f,f,f,12/10/2025 0:00,08:13.5,,,,
3354,ORD00003354,335,13,1/27/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,66,1/28/2024 0:00,2/4/2024 0:00,2/4/2024,TRK000000003354,DTDC,,1,30999,29127.68,5242.98,0,34370.66,f,f,f,1/27/2024 0:00,08:13.5,,,,
3355,ORD00003355,750,13,1/6/2026 0:00,Delivered,Paid,Online,Website,Mobile,Standard,7,1/8/2026 0:00,1/13/2026 0:00,1/13/2026,TRK000000003355,Blue Dart,,1,26999,23275.86,4189.65,0,27465.51,f,f,f,1/6/2026 0:00,08:13.5,,,,
3358,ORD00003358,565,13,12/16/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,53,12/17/2025 0:00,12/22/2025 0:00,12/22/2025,TRK000000003358,Shadowfax,,1,38990,33133.06,5963.95,0,39097,f,f,f,12/16/2025 0:00,08:13.5,,,,
3359,ORD00003359,965,13,11/7/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,5,11/9/2024 0:00,11/15/2024 0:00,11/15/2024,TRK000000003359,Blue Dart,,1,36999,26125.17,4702.53,0,30827.7,f,f,f,11/7/2024 0:00,08:13.5,,,,
3361,ORD00003361,813,13,2/6/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,46,2/7/2025 0:00,2/14/2025 0:00,2/14/2025,TRK000000003361,Blue Dart,,1,109990,100206.47,18037.17,0,118243.64,f,f,f,2/6/2025 0:00,08:13.5,,,,
5072,ORD00005072,792,4,3/29/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,42,3/30/2024 0:00,3/30/2024 0:00,3/30/2024,,,,1,40999,32245.67,5804.22,0,38049.89,f,f,f,3/29/2024 0:00,08:13.5,,,,
5081,ORD00005081,325,6,2/12/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,83,2/14/2025 0:00,2/14/2025 0:00,2/14/2025,,,,1,15999,13118.98,2361.42,0,15480.39,f,f,f,2/12/2025 0:00,08:13.5,,,,
5082,ORD00005082,833,12,10/14/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,79,10/16/2025 0:00,10/16/2025 0:00,10/16/2025,,,,1,42990,38711.33,6968.04,0,45679.37,f,f,t,10/14/2025 0:00,08:13.5,,,,
5084,ORD00005084,782,4,4/1/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,19,4/3/2024 0:00,4/3/2024 0:00,4/3/2024,,,,1,61990,54279.36,9770.28,0,64049.64,f,f,f,4/1/2024 0:00,08:13.5,,,,
5085,ORD00005085,153,12,11/7/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,13,11/9/2025 0:00,11/9/2025 0:00,11/9/2025,,,,1,29999,19968.44,3594.32,0,23562.76,f,f,f,11/7/2025 0:00,08:13.5,,,,
